Identifier;DimensionGroupId;DimensionId;Index;Title;Description
PV31;PV;RegioS;17;Limburg (PV);"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12 provincies."
CR01;CRPV20;RegioS;18;Oost-Groningen (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR02;CRPV20;RegioS;19;Delfzijl en omgeving (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR03;CRPV20;RegioS;20;Overig Groningen (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR04;CRPV21;RegioS;21;Noord-Friesland (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR05;CRPV21;RegioS;22;Zuidwest-Friesland (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR06;CRPV21;RegioS;23;Zuidoost-Friesland (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR07;CRPV22;RegioS;24;Noord-Drenthe (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR08;CRPV22;RegioS;25;Zuidoost-Drenthe (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR09;CRPV22;RegioS;26;Zuidwest-Drenthe (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR10;CRPV23;RegioS;27;Noord-Overijssel (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR11;CRPV23;RegioS;28;Zuidwest-Overijssel (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR12;CRPV23;RegioS;29;Twente (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR13;CRPV25;RegioS;30;Veluwe (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR14;CRPV25;RegioS;31;Achterhoek (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR15;CRPV25;RegioS;32;Arnhem/Nijmegen (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR16;CRPV25;RegioS;33;Zuidwest-Gelderland (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR17;CRPV26;RegioS;34;Utrecht (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR18;CRPV27;RegioS;35;Kop van Noord-Holland (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR19;CRPV27;RegioS;36;Alkmaar en omgeving (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR20;CRPV27;RegioS;37;IJmond (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR21;CRPV27;RegioS;38;Agglomeratie Haarlem (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR22;CRPV27;RegioS;39;Zaanstreek (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR23;CRPV27;RegioS;40;Groot-Amsterdam (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR24;CRPV27;RegioS;41;Het Gooi en Vechtstreek (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR25;CRPV28;RegioS;42;Agglomeratie Leiden en Bollenstreek (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR26;CRPV28;RegioS;43;Agglomeratie 's-Gravenhage (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR27;CRPV28;RegioS;44;Delft en Westland (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR28;CRPV28;RegioS;45;Oost-Zuid-Holland (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR29;CRPV28;RegioS;46;Groot-Rijnmond (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR30;CRPV28;RegioS;47;Zuidoost-Zuid-Holland (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR31;CRPV29;RegioS;48;Zeeuwsch-Vlaanderen (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR32;CRPV29;RegioS;49;Overig Zeeland (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR33;CRPV30;RegioS;50;West-Noord-Brabant (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR34;CRPV30;RegioS;51;Midden-Noord-Brabant (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR35;CRPV30;RegioS;52;Noordoost-Noord-Brabant (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR36;CRPV30;RegioS;53;Zuidoost-Noord-Brabant (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR37;CRPV31;RegioS;54;Noord-Limburg (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR38;CRPV31;RegioS;55;Midden-Limburg (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR39;CRPV31;RegioS;56;Zuid-Limburg (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
CR40;CRPV24;RegioS;57;Flevoland (CR);"CR = COROP-gebied

Regionaal niveau tussen gemeenten en provincies in. In 1970 ontworpen door de Coördinatie Commissie Regionaal Onderzoeksprogramma, waaraan de indeling haar naam dankt. Nederland telt 40 COROP-gebieden."
GM1680;GMPV22;RegioS;58;Aa en Hunze;Ontstaan per 01-01-1998
GM0358;GMPV27;RegioS;59;Aalsmeer;Begindatum voor 1830
GM0197;GMPV25;RegioS;60;Aalten;"Gemeentelijke herindeling per 01-01-2005
Begindatum voor 1830"
GM0059;GMPV21;RegioS;61;Achtkarspelen;Begindatum voor 1830
GM0482;GMPV28;RegioS;62;Alblasserdam;Begindatum voor 1830
GM0613;GMPV28;RegioS;63;Albrandswaard;Ontstaan per 01-01-1985
GM0361;GMPV27;RegioS;64;Alkmaar;"Gemeentelijke herindeling per 01-01-2015
Begindatum voor 1830"
GM0141;GMPV23;RegioS;65;Almelo;Begindatum 01-12-1913
GM0034;GMPV24;RegioS;66;Almere;Ontstaan per 01-01-1984
GM0484;GMPV28;RegioS;67;Alphen aan den Rijn;"Gemeentelijke herindeling per 01-01-2014
Naamswijziging per 01-01-1918"
GM1723;GMPV30;RegioS;68;Alphen-Chaam;Ontstaan per 01-01-1997
GM1959;GMPV30;RegioS;69;Altena;Ontstaan per 01-01-2019
GM0060;GMPV21;RegioS;70;Ameland;Begindatum voor 1830
GM0307;GMPV26;RegioS;71;Amersfoort;Begindatum voor 1830
GM0362;GMPV27;RegioS;72;Amstelveen;Naamswijziging per 01-01-1964
GM0363;GMPV27;RegioS;73;Amsterdam;"Gemeentelijke herindeling per 24-03-2022
Begindatum voor 1830"
GM0200;GMPV25;RegioS;74;Apeldoorn;Begindatum voor 1830
GM0003;GMPV20;RegioS;75;Appingedam;"Opgeheven per 01-01-2021
Begindatum voor 1830"
GM0202;GMPV25;RegioS;76;Arnhem;Begindatum voor 1830
GM0106;GMPV22;RegioS;77;Assen;Begindatum voor 1830
GM0743;GMPV30;RegioS;78;Asten;Begindatum voor 1830
GM0744;GMPV30;RegioS;79;Baarle-Nassau;Begindatum voor 1830
GM0308;GMPV26;RegioS;80;Baarn;Begindatum voor 1830
GM0489;GMPV28;RegioS;81;Barendrecht;Naamswijziging per 10-12-1886
GM0203;GMPV25;RegioS;82;Barneveld;Begindatum voor 1830
GM0888;GMPV31;RegioS;83;Beek (L.);Begindatum 02-01-1839
GM1954;GMPV31;RegioS;84;Beekdaelen;Ontstaan per 01-01-2019
GM0370;GMPV27;RegioS;85;Beemster;"Opgeheven per 01-01-2022
Begindatum voor 1830"
GM0889;GMPV31;RegioS;86;Beesel;Begindatum 02-01-1839
GM1945;GMPV25;RegioS;87;Berg en Dal;Naamswijziging per 01-01-2016
GM1724;GMPV30;RegioS;88;Bergeijk;Naamswijziging per 25-09-1998
GM0893;GMPV31;RegioS;89;Bergen (L.);Begindatum 02-01-1839
GM0373;GMPV27;RegioS;90;Bergen (NH.);"Gemeentelijke herindeling per 01-01-2001
Begindatum voor 1830"
GM0748;GMPV30;RegioS;91;Bergen op Zoom;"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM1859;GMPV25;RegioS;92;Berkelland;Ontstaan per 01-01-2005
GM1721;GMPV30;RegioS;93;Bernheze;Naamswijziging per 28-01-1995
GM0753;GMPV30;RegioS;94;Best;Begindatum voor 1830
GM0209;GMPV25;RegioS;95;Beuningen;Begindatum voor 1830
GM0375;GMPV27;RegioS;96;Beverwijk;Begindatum voor 1830
GM0310;GMPV26;RegioS;97;De Bilt;"Gemeentelijke herindeling per 01-01-2001
Begindatum voor 1830"
GM1728;GMPV30;RegioS;98;Bladel;Ontstaan per 01-01-1997
GM0376;GMPV27;RegioS;99;Blaricum;Begindatum voor 1830
GM0377;GMPV27;RegioS;100;Bloemendaal;"Gemeentelijke herindeling per 01-01-2009
Begindatum voor 1830"
GM1901;GMPV28;RegioS;101;Bodegraven-Reeuwijk;Ontstaan per 01-01-2011
GM0755;GMPV30;RegioS;102;Boekel;Begindatum voor 1830
GM1681;GMPV22;RegioS;103;Borger-Odoorn;Ontstaan per 01-01-1998
GM0147;GMPV23;RegioS;104;Borne;Begindatum voor 1830
GM0654;GMPV29;RegioS;105;Borsele;Naamswijziging per 01-01-1970
GM0756;GMPV30;RegioS;106;Boxmeer;"Opgeheven per 01-01-2022
Gemeentelijke herindeling per 01-01-1998
Gemeentelijke herindeling per 01-01-1994
Begindatum voor 1830"
GM0757;GMPV30;RegioS;107;Boxtel;"Gemeentelijke herindeling per 01-01-2021
Gemeentelijke herindeling per 01-01-1996
Begindatum voor 1830"
GM0758;GMPV30;RegioS;108;Breda;"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM0501;GMPV28;RegioS;109;Brielle;"Opgeheven per 01-01-2023
Begindatum voor 1830"
GM1876;GMPV25;RegioS;110;Bronckhorst;Ontstaan per 01-01-2005
GM0213;GMPV25;RegioS;111;Brummen;Begindatum voor 1830
GM0899;GMPV31;RegioS;112;Brunssum;Begindatum 02-01-1839
GM0312;GMPV26;RegioS;113;Bunnik;Begindatum voor 1830
GM0313;GMPV26;RegioS;114;Bunschoten;Begindatum voor 1830
GM0214;GMPV25;RegioS;115;Buren;"Gemeentelijke herindeling per 01-01-1999
Begindatum voor 1830"
GM0502;GMPV28;RegioS;116;Capelle aan den IJssel;Begindatum voor 1830
GM0383;GMPV27;RegioS;117;Castricum;"Gemeentelijke herindeling per 01-01-2002
Begindatum voor 1830"
GM0109;GMPV22;RegioS;118;Coevorden;"Gemeentelijke herindeling per 01-01-1998
Begindatum voor 1830"
GM1706;GMPV30;RegioS;119;Cranendonck;Naamswijziging per 28-01-1998
GM1684;GMPV30;RegioS;120;Cuijk;"Opgeheven per 01-01-2022
Ontstaan per 01-01-1994"
GM0216;GMPV25;RegioS;121;Culemborg;Begindatum voor 1830
GM0148;GMPV23;RegioS;122;Dalfsen;"Gemeentelijke herindeling per 01-01-2001
Begindatum voor 1830"
GM1891;GMPV21;RegioS;123;Dantumadiel;Naamswijziging per 01-01-2009
GM0503;GMPV28;RegioS;124;Delft;Begindatum voor 1830
GM0010;GMPV20;RegioS;125;Delfzijl;"Opgeheven per 01-01-2021
Begindatum voor 1830"
GM0762;GMPV30;RegioS;126;Deurne;Naamswijziging per 01-01-1926
GM0150;GMPV23;RegioS;127;Deventer;"Gemeentelijke herindeling per 01-01-2005
Gemeentelijke herindeling per 01-01-1999
Begindatum voor 1830"
GM0384;GMPV27;RegioS;128;Diemen;Begindatum voor 1830
GM1980;GMPV27;RegioS;129;Dijk en Waard;Ontstaan per 01-01-2022
GM1774;GMPV23;RegioS;130;Dinkelland;Naamswijziging per 01-06-2002
GM0221;GMPV25;RegioS;131;Doesburg;Begindatum voor 1830
GM0222;GMPV25;RegioS;132;Doetinchem;"Gemeentelijke herindeling per 01-01-2005
Begindatum 01-01-1920"
GM0766;GMPV30;RegioS;133;Dongen;"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM0505;GMPV28;RegioS;134;Dordrecht;Begindatum voor 1830
GM0498;GMPV27;RegioS;135;Drechterland;"Gemeentelijke herindeling per 01-01-2006
Naamswijziging per 01-01-1980"
GM1719;GMPV30;RegioS;136;Drimmelen;Naamswijziging per 25-04-1998
GM0303;GMPV24;RegioS;137;Dronten;Ontstaan per 01-01-1972
GM0225;GMPV25;RegioS;138;Druten;Begindatum voor 1830
GM0226;GMPV25;RegioS;139;Duiven;Begindatum voor 1830
GM1711;GMPV31;RegioS;140;Echt-Susteren;Ontstaan per 01-01-2003
GM0385;GMPV27;RegioS;141;Edam-Volendam;"Gemeentelijke herindeling per 01-01-2016
Naamswijziging per 01-01-1975"
GM0228;GMPV25;RegioS;142;Ede;Begindatum voor 1830
GM0317;GMPV26;RegioS;143;Eemnes;Begindatum voor 1830
GM1979;GMPV20;RegioS;144;Eemsdelta;Ontstaan per 01-01-2021
GM0770;GMPV30;RegioS;145;Eersel;"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM1903;GMPV31;RegioS;146;Eijsden-Margraten;Ontstaan per 01-01-2011
GM0772;GMPV30;RegioS;147;Eindhoven;Begindatum voor 1830
GM0230;GMPV25;RegioS;148;Elburg;Begindatum voor 1830
GM0114;GMPV22;RegioS;149;Emmen;"Gemeentelijke herindeling per 01-01-1998
Begindatum voor 1830"
GM0388;GMPV27;RegioS;150;Enkhuizen;Begindatum voor 1830
GM0153;GMPV23;RegioS;151;Enschede;Begindatum voor 1830
GM0232;GMPV25;RegioS;152;Epe;Begindatum voor 1830
GM0233;GMPV25;RegioS;153;Ermelo;Begindatum voor 1830
GM0777;GMPV30;RegioS;154;Etten-Leur;Naamswijziging per 01-01-1968
GM1940;GMPV21;RegioS;155;De Fryske Marren;Naamswijziging per 01-07-2015
GM0779;GMPV30;RegioS;156;Geertruidenberg;"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM1771;GMPV30;RegioS;157;Geldrop-Mierlo;Ontstaan per 01-01-2004
GM1652;GMPV30;RegioS;158;Gemert-Bakel;Ontstaan per 01-01-1997
GM0907;GMPV31;RegioS;159;Gennep;Begindatum 02-01-1839
GM0784;GMPV30;RegioS;160;Gilze en Rijen;Begindatum voor 1830
GM1924;GMPV28;RegioS;161;Goeree-Overflakkee;Ontstaan per 01-01-2013
GM0664;GMPV29;RegioS;162;Goes;Begindatum voor 1830
GM0785;GMPV30;RegioS;163;Goirle;Begindatum voor 1830
GM1942;GMPV27;RegioS;164;Gooise Meren;Ontstaan per 01-01-2016
GM0512;GMPV28;RegioS;165;Gorinchem;Begindatum voor 1830
GM0513;GMPV28;RegioS;166;Gouda;Begindatum voor 1830
GM0786;GMPV30;RegioS;167;Grave;"Opgeheven per 01-01-2022
Begindatum voor 1830"
GM0518;GMPV28;RegioS;168;'s-Gravenhage (gemeente);Begindatum voor 1830
GM0014;GMPV20;RegioS;169;Groningen (gemeente);"Gemeentelijke herindeling per 01-01-2019
Begindatum voor 1830"
GM1729;GMPV31;RegioS;170;Gulpen-Wittem;Ontstaan per 01-01-1999
GM0158;GMPV23;RegioS;171;Haaksbergen;Begindatum voor 1830
GM0788;GMPV30;RegioS;172;Haaren;"Opgeheven per 01-01-2021
Gemeentelijke herindeling per 01-01-1996
Begindatum voor 1830"
GM0392;GMPV27;RegioS;173;Haarlem;Begindatum voor 1830
GM0394;GMPV27;RegioS;174;Haarlemmermeer;"Gemeentelijke herindeling per 01-01-2019
Begindatum 16-11-1855"
GM1655;GMPV30;RegioS;175;Halderberge;Ontstaan per 01-01-1997
GM0160;GMPV23;RegioS;176;Hardenberg;"Gemeentelijke herindeling per 01-01-2001
Ontstaan per 01-05-1941"
GM0243;GMPV25;RegioS;177;Harderwijk;Begindatum voor 1830
GM0523;GMPV28;RegioS;178;Hardinxveld-Giessendam;Ontstaan per 01-01-1957
GM0072;GMPV21;RegioS;179;Harlingen;Begindatum voor 1830
GM0244;GMPV25;RegioS;180;Hattem;Begindatum voor 1830
GM0396;GMPV27;RegioS;181;Heemskerk;Begindatum voor 1830
GM0397;GMPV27;RegioS;182;Heemstede;Begindatum voor 1830
GM0246;GMPV25;RegioS;183;Heerde;Begindatum voor 1830
GM0074;GMPV21;RegioS;184;Heerenveen;"Gemeentelijke herindeling per 01-01-2014
Begindatum 01-07-1934"
GM0398;GMPV27;RegioS;185;Heerhugowaard;"Opgeheven per 01-01-2022
Begindatum voor 1830"
GM0917;GMPV31;RegioS;186;Heerlen;Begindatum 02-01-1839
GM1658;GMPV30;RegioS;187;Heeze-Leende;Ontstaan per 01-01-1997
GM0399;GMPV27;RegioS;188;Heiloo;Begindatum voor 1830
GM0400;GMPV27;RegioS;189;Den Helder;Begindatum voor 1830
GM0163;GMPV23;RegioS;190;Hellendoorn;Begindatum voor 1830
GM0530;GMPV28;RegioS;191;Hellevoetsluis;"Opgeheven per 01-01-2023
Begindatum voor 1830"
GM0794;GMPV30;RegioS;192;Helmond;Begindatum voor 1830
GM0531;GMPV28;RegioS;193;Hendrik-Ido-Ambacht;Begindatum voor 1830
GM0164;GMPV23;RegioS;194;Hengelo (O.);Begindatum voor 1830
GM0796;GMPV30;RegioS;195;'s-Hertogenbosch;"Gemeentelijke herindeling per 01-01-2015
Gemeentelijke herindeling per 01-01-1996
Begindatum voor 1830"
GM0252;GMPV25;RegioS;196;Heumen;Begindatum voor 1830
GM0797;GMPV30;RegioS;197;Heusden;"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM0534;GMPV28;RegioS;198;Hillegom;Begindatum voor 1830
GM0798;GMPV30;RegioS;199;Hilvarenbeek;"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
GM0402;GMPV27;RegioS;200;Hilversum;Begindatum voor 1830
GM1963;GMPV28;RegioS;201;Hoeksche Waard;Ontstaan per 01-01-2019
GM1735;GMPV23;RegioS;202;Hof van Twente;Ontstaan per 01-01-2001
GM1966;GMPV20;RegioS;203;Het Hogeland;Ontstaan per 01-01-2019
GM1911;GMPV27;RegioS;204;Hollands Kroon;Ontstaan per 01-01-2012
GM0118;GMPV22;RegioS;205;Hoogeveen;Begindatum voor 1830
GM0405;GMPV27;RegioS;206;Hoorn;Begindatum voor 1830
GM1507;GMPV31;RegioS;207;Horst aan de Maas;"Gemeentelijke herindeling per 01-01-2010
Ontstaan per 01-01-2001"
GM0321;GMPV26;RegioS;208;Houten;Begindatum voor 1830
GM0406;GMPV27;RegioS;209;Huizen;Begindatum voor 1830
GM0677;GMPV29;RegioS;210;Hulst;"Gemeentelijke herindeling per 01-01-2003
Begindatum voor 1830"
